668	CXI	cxif1215
669	CXI	cxik1515
670	CXI	cxik1715
671	CXI	cxij8615
672	CXI	cxik7515
673	MEC	mecj9815
674	MEC	mecj5515
675	XPP	xppk5315
676	XPP	xppk7615
677	XPP	xppk7915
678	XPP	xppj3915
679	XPP	xppk4715
680	SXR	sxrk2915
681	CXI	cxik2715
682	XPP	xppj3415
683	AMO	amok3415
684	XPP	xppk3815
685	CXI	cxij2415
686	XPP	xppk3915
687	CXI	cxik4516
688	XPP	xppj8016
689	SXR	sxrk3016
690	CXI	cxij8816
691	MEC	meck2016
692	XPP	xppj1216
693	XCS	xcsj7816
694	MEC	mecj3316
695	XPP	xppk2416
696	SXR	sxrk4816
697	XPP	xppj3216
698	AMO	amoj1516
699	CXI	cxij6916
700	CXI	cxij4716
701	CXI	cxij2216
702	MEC	mecj1116
703	XCS	xcsk0916
704	CXI	cxij5116
705	MEC	mecj4315
706	AMO	amok5415
707	XPP	xppj9515
708	CXI	cxik4315
709	CXI	cxii0315
710	XPP	xppc0215
711	CXI	cxi04915
712	CXI	cxi01515
713	CXI	cxic0715
714	CXI	cxic0815
715	CXI	cxic0915
716	CXI	cxic1015
717	XPP	xppk5815
718	XPP	xppk5915
720	XPP	xppj8415
721	XPP	xppk6515
722	XPP	xppj6615
723	MEC	meci0315
724	SXR	sxri0315
725	AMO	amoi0315
726	XPP	xppc0315
727	AMO	amo87215
728	AMO	amoi0116
729	CXI	cxi87116
730	DIA	diahpl15
731	MEC	meci0515
732	CXI	cxik1315
733	CXI	cxik5615
734	CXI	cxik6315
735	CXI	cxij9415
736	CXI	cxik8115
737	CXI	cxik8315
739	XPP	xppi0915
740	XPP	xppk8516
741	MEC	meck8616
742	CXI	cxik8816
743	AMO	amok8916
744	MFX	mfxk9616
745	AMO	amok9916
746	CXI	cxil0216
747	XPP	xppl0416
748	MFX	mfxl0516
749	SXR	sxrl0916
750	XPP	xppl1316
751	CXI	cxil1416
752	MEC	mecl2016
753	SXR	sxrl2216
754	CXI	cxil2316
755	XCS	xcsl2516
756	XPP	xppl2816
757	MEC	mecl2916
758	AMO	amol3116
759	MEC	mecl3316
760	AMO	amol3416
761	MEC	mecl3616
762	XPP	xppl3716
763	XCS	xcsl3816
764	XCS	xcsl4116
765	XPP	xppl4416
766	XPP	xppl4816
767	MEC	mecl5816
768	MFX	mfxl7116
769	SXR	sxrl7216
770	MEC	mecl7816
771	MEC	mecl8216
772	CXI	cxil8416
773	CXI	cxil8616
774	AMO	amol9416
775	XPP	xppm0116
776	XPP	xppm0416
777	XCS	xcsm0816
778	CXI	cxim0916
779	XPP	xppm1116
780	CXI	cxim1416
781	CXI	cxim1616
782	CXI	cxim1816
783	SXR	sxrm2016
784	SXR	sxrm2316
785	CXI	cxim2716
786	CXI	cxim3816
787	CXI	cxim4716
788	MFX	mfxm4816
789	MFX	mfxm5116
790	MFX	mfxm5216
791	MOB	mob00115
792	XCS	xcsl7416
793	MEC	meci0116
795	MFX	mfxdaq16
796	MFX	mfxc0116
797	DIA	diamfx16
798	AMO	amoz0116
799	XPP	xppz0216
800	XCS	xcs01816
801	XCS	xcs01916
802	XPP	xpp01016
803	XCS	xcs00416
804	CXI	cxi00516
805	XCS	xcs01116
806	XPP	xpp00316
807	AMO	amo00116
808	SXR	sxr00216
809	MEC	mec00716
810	CXI	cxi01516
811	XPP	xpp02216
812	AMO	amo01616
813	XPP	xpp02016
814	CXI	cxi02116
815	MFX	mfx01316
816	MFX	mfx00616
817	CXI	cxik3416
818	CXI	cxi02316
819	CXI	cxik6916
820	CXI	cxi02416
821	AMO	amoc0116
822	CXI	cxi06716
823	CXI	cxi06416
824	CXI	cxi07116
825	SXR	sxr07616
826	AMO	amoi0216
827	AMO	amo06516
828	XPP	xpp07216
830	XPP	xppl3816
831	MEC	mec07016
832	MEC	mec07316
833	SXR	sxr07416
834	CXI	cxi05416
835	MFX	mfx05516
837	CXI	cxi08216
838	CXI	cxi08316
839	XPP	xpp05216
840	XCS	xcs05316
841	XCS	xcs06016
842	AMO	amo05716
843	MFX	mfx06116
844	CXI	cxi06216
845	CXI	cxim8816
846	CXI	cxil5316
847	CXI	cxim8916
848	CXI	cxim8416
849	CXI	cxi08416
850	CXI	cxim7216
851	XPP	xppn4116
852	CXI	cxim8616
853	CXI	cxim7816
854	CXI	cxim7116
855	CXI	cxi08116
856	CXI	cxim8716
857	CXI	cxim7516
858	CXI	cxim6816
859	MEC	meco0816
860	CXI	cxim7316
861	CXI	cxim8116
862	XPP	xppm6016
863	CXI	cxim9516
864	CXI	cxi03116
865	XPP	xppo5816
866	MEC	meco2616
867	MFX	mfxn8316
868	SXR	sxri0116
869	CXI	cxil6216
870	SXR	sxri0216
871	CXI	cxim7916
872	XPP	xpp06616
873	AMO	amo11416
874	CXI	cxim5916
875	MFX	mfxo3516
876	XPP	xppo4616
877	XPP	xppm4516
878	CXI	cxi00316
879	SXR	sxro6316
880	AMO	amo10016
881	XPP	xpp10216
882	SXR	sxr10116
883	MFX	mfx01116
884	CXI	cxio4716
885	XPP	xppn3416
886	MFX	mfxm4516
887	MFX	mfxm6016
888	XCS	xcs10316
889	MEC	mec10616
890	SXR	sxr10816
891	CXI	cxi10416
892	XCS	xcs11016
893	MEC	mec11316
894	XPP	xpp10916
895	MFX	mfx10516
896	CXI	cxi11216
897	CXI	cxi04416
898	SXR	sxrn2316
899	CXI	cxin1716
900	CXI	cxi03916
901	CXI	cxi03316
902	AMO	amon2216
903	CXI	cxin5016
904	CXI	cxi11716
905	SXR	sxro6416
906	XCS	xcsm9816
907	XPP	xppo6616
908	CXI	cxi04616
909	XPP	xppo3016
910	MEC	meco1416
911	USR	usr00116
912	XPP	xppn4716
913	MFX	mfx11616
914	XPP	xppo5616
915	CXI	cxi04116
916	CXI	cxio2016
917	CXI	cxi02616
918	CXI	cxi12016
919	XCS	xcs11916
920	CXI	cxin6016
921	CXI	cxi02117
922	XPP	xppn4516
923	CXI	cxi00716
924	MEC	mecn0416
925	MFX	mfxn8416
926	CXI	cxi12116
927	SXR	sxro5916
928	AMO	amon0816
929	MFX	mfxn1116
930	MFX	mfx01416
931	MFX	mfx12616
932	MFX	mfxm9316
933	SXR	sxrn5416
934	AMO	amo11816
935	CXI	cxi04216
936	CXI	cxin7316
937	XPP	xppn3816
938	SXR	sxr12416
939	XPP	xppl7416
940	XPP	xpp13216
941	MEC	mecn9416
942	CXI	cxin5316
943	XPP	xppo3916
944	XCS	xcs11116
945	SXR	sxrn9616
946	MFX	mfx11116
947	MFX	mfx13016
948	CXI	cxi13116
949	MEC	mecf6316
950	MFX	mfxn7816
951	XPP	xpp12216
952	AMO	amo10716
953	XPP	xpp12716
954	XCS	xcsn6116
955	MFX	mfxn2416
956	MEC	meco4816
957	MFX	mfxo1916
958	XCS	xcs12916
959	MEC	meco4016
960	CXI	cxi05116
961	SXR	sxr12516
962	XCS	xcs12316
963	MOB	mob00116
964	MFX	mfx01716
965	XPP	xpp12816
966	XPP	xpp11816
967	DIA	diadet17
968	DET	detdaq17
970	SXR	sxrc00115
971	SXR	sxrx20915
972	SXR	sxrlq2715
973	XPP	xppx24715
974	XPP	xppx23615
975	XPP	xpplp9315
976	XPP	xpplp2215
977	XPP	xpplq5915
978	SXR	sxrx21715
979	XPP	xppx23515
980	AMO	amoc00115
981	SXR	sxrlq7615
982	XPP	xppx22715
983	CXI	cxilp6715
984	XPP	xpplp6315
985	SXR	sxrx22915
986	XPP	xpplq6415
987	CXI	cxilp4115
988	CXI	cxilo9115
989	CXI	cxilo8315
990	AMO	amolq1415
991	MFX	mfxlq1215
992	MEC	meclp3415
993	MEC	mecdaq115
994	DIA	diamcc115
995	XPP	xppc00115
996	MEC	meclq1715
997	XCS	xcslq2215
998	XPP	xppx22115
999	SXR	sxrx24415
1000	SXR	sxrx24615
1001	CXI	cxilp5815
1002	XCS	xcsx26315
1003	MFX	mfxlq3915
1004	MEC	meclq5715
1005	CXI	cxix25615
1006	MFX	mfxp05815
1007	MFX	mfxp08115
1008	CXI	cxix25115
1009	CXI	cxip07615
1010	CXI	cxip07815
1011	MEC	mecx32415
1012	CXI	cxilp5515
1013	CXI	cxip08815
1014	XPP	xppx20215
1015	XCS	xcsx20315
1016	CXI	cxix20415
1017	MFX	mfxx20515
1018	CXI	cxix20615
1019	XCS	xcsx26415
1020	MEC	meclp8615
1021	MEC	meclp7015
1022	XPP	xppx22315
1023	SXR	sxrlp8015
1024	MFX	mfxp05315
1025	MFX	mfxlq7515
1026	CXI	cxip12715
1027	MFX	mfxp06015
1028	MFX	mfxp07515
1029	MFX	mfxp08415
1030	CXI	cxip08615
1031	XCS	xcsx24915
1032	CXI	cxilp9915
1033	CXI	cxilp4815
1034	MFX	mfxp07415
1035	AMO	amox23115
1036	CXI	cxilp9515
1037	MFX	mfxlq7915
1038	MEC	meclp5415
1039	XCS	xcslq0815
1040	CXI	cxip08315
1041	MFX	mfxx22815
1042	CXI	cxip05515
1043	MFX	mfxx24815
1044	CXI	cxilp7315
1045	XCS	xcslp0615
1046	MFX	mfxlq7015
1047	XPP	xppx23915
1048	CXI	cxilq1915
1049	MEC	mecx24215
1050	MEC	meclq0915
1051	MEC	meclq8515
1052	XPP	xpplp3815
1053	CXI	cxix21615
1054	CXI	cxilq5415
1055	MEC	mecx24315
1056	CXI	cxilp5315
1057	MFX	mfxlp4815
1058	SXR	sxrlp2615
1059	AMO	amolp0515
1060	SXR	sxrx22615
1061	XPP	xpplp1315
1062	XPP	xpplo8615
1063	XPP	xpplp0815
1064	XCS	xcsx22015
1065	CXI	cxilo7715
1066	CXI	cxip06315
1067	XCS	xcslq2515
1068	XPP	xpplp6915
1069	CXI	cxilq8015
1070	MFX	mfxlq4815
1071	AMO	amox21815
1072	XCS	xcslq2815
1073	XCS	xcsx24115
1074	AMO	amolq4015
